Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,geometry,Neighborhood
1221,1258 E 27TH AVENUE,11/5/2019,1360000,6,1518,1945,74,4752.0,49.2462352,-123.0789459,POINT (-123.0789459 49.2462352),Kensington-Cedar Cottage
1222,542 E 50TH AVENUE,9/3/2019,1519000,9,2395,1912,107,4356.0,49.2243374,-123.0933669,POINT (-123.0933669 49.2243374),Sunset
1223,3084 GRANDVIEW HIGHWAY,6/19/2019,1110000,6,2523,1937,82,4866.8,49.2578956,-123.0395509,POINT (-123.0395509 49.2578956),Renfrew-Collingwood
1224,2209 E 7TH AVENUE,10/3/2019,1510000,0,1894,1923,96,4191.0,49.2644757,-123.0597404,POINT (-123.0597404 49.2644757),Grandview-Woodland
1225,2281 E 40TH AVENUE,3/29/2019,1880000,204,3151,2003,16,5605.6,49.2343357,-123.0595372,POINT (-123.0595372 49.2343357),Kensington-Cedar Cottage
1226,1277 E 64TH AVENUE,12/2/2019,1433000,3,2577,1992,27,3960.0,49.2121868,-123.0805144,POINT (-123.0805144 49.2121868),Sunset
1227,2349 ROSEDALE DRIVE,2/12/2020,1716250,22,2797,1968,52,6960.0,49.2079529,-123.0578403,POINT (-123.0578403 49.2079529),Victoria-Fraserview
1228,136 E 53RD AVENUE,11/14/2018,1830000,370,2336,1996,23,3897.0,49.221763,-123.1030582,POINT (-123.1030582 49.221763),Sunset
1229,3798 PUGET DRIVE,10/8/2019,3000000,8,2997,2016,3,3513.34,49.2529417,-123.1734344,POINT (-123.1734344 49.2529417),Arbutus Ridge
1230,1568 E 58TH AVENUE,7/19/2019,2600000,48,3744,2015,4,5117.5,49.2170702,-123.0745492,POINT (-123.0745492 49.2170702),Victoria-Fraserview
1231,4470 W 12TH AVENUE,10/24/2019,2800000,7,2444,1995,24,4026.0,49.2617868,-123.2082826,POINT (-123.2082826 49.2617868),West Point Grey
1232,1606 E 59TH AVENUE,4/8/2020,2400000,31,3720,2019,1,4242.6,49.2161579,-123.073814,POINT (-123.073814 49.2161579),Victoria-Fraserview
1233,1310 E 24TH AVENUE,1/27/2020,1555000,7,2442,1924,96,3414.0,49.2488129,-123.077776,POINT (-123.077776 49.2488129),Kensington-Cedar Cottage
1234,2128 W 46TH AVENUE,10/1/2019,2950000,121,2814,2016,4,3919.0,49.2296828,-123.1568251,POINT (-123.1568251 49.2296828),Kerrisdale
1235,4093 DUNBAR STREET,3/11/2019,2761905,85,3082,2019,0,3630.0,49.250293,-123.1855746,POINT (-123.1855746 49.250293),Dunbar-Southlands
1236,818 W 24TH AVENUE,6/10/2019,2850000,21,2594,2009,10,4323.0,49.2498898,-123.122848,POINT (-123.122848 49.2498898),South Cambie
1237,3107 E 29TH AVENUE,8/12/2019,1240200,20,2525,1973,46,3544.0,49.2448095,-123.0387685,POINT (-123.0387685 49.2448095),Renfrew-Collingwood
1238,750 W 52ND AVENUE,2/27/2020,2500000,5,4370,1959,61,6957.0,49.223099,-123.1221261,POINT (-123.1221261 49.223099),Oakridge
1239,3189 E 5TH AVENUE,6/4/2019,1235000,6,1774,1927,92,4154.0,49.2659538,-123.037033,POINT (-123.037033 49.2659538),Hastings-Sunrise
1240,6816 TODERICK STREET,6/19/2019,1988000,5,3745,1972,47,11351.0,49.2219567,-123.0307545,POINT (-123.0307545 49.2219567),Killarney
1241,8150 FRENCH STREET,12/29/2018,2715000,264,2971,2011,8,4111.0,49.2118975,-123.1387875,POINT (-123.1387875 49.2118975),Marpole
1242,2551 PANDORA STREET,11/29/2019,1475000,9,2849,1941,78,4026.0,49.2831942,-123.0532147,POINT (-123.0532147 49.2831942),Hastings-Sunrise
1243,2956 WATERLOO STREET,3/18/2020,1900000,50,2252,1927,93,3960.0,49.2601454,-123.1796353,POINT (-123.1796353 49.2601454),Kitsilano
1244,4550 GOTHARD STREET,7/1/2019,1085000,95,1673,1926,93,3630.0,49.2439775,-123.0513431,POINT (-123.0513431 49.2439775),Renfrew-Collingwood
1245,5557 STAMFORD STREET,5/1/2019,1190000,209,1459,1959,60,4818.0,49.2338637,-123.0315201,POINT (-123.0315201 49.2338637),Renfrew-Collingwood
1246,2938 W 20TH AVENUE,7/24/2019,2848000,20,2475,1991,28,4026.0,49.2544095,-123.1711843,POINT (-123.1711843 49.2544095),Arbutus Ridge
1247,5855 LINCOLN STREET,3/25/2019,1438000,162,3172,1929,90,6276.0,49.2309841,-123.0268212,POINT (-123.0268212 49.2309841),Killarney
1248,2475 E 54TH AVENUE,2/19/2020,1950000,65,3850,1981,39,8745.0,49.22048969999999,-123.0569279,POINT (-123.0569279 49.22048969999999),Victoria-Fraserview
1249,4563 W 11TH AVENUE,2/19/2020,2300000,8,2270,1932,88,4019.4,49.2631372,-123.2111505,POINT (-123.2111505 49.2631372),West Point Grey
1250,5939 BATTISON STREET,7/16/2019,1588000,13,2628,1970,49,6534.0,49.2298986,-123.030979,POINT (-123.030979 49.2298986),Killarney
1251,2343 E 2ND AVENUE,4/20/2020,1450000,7,2106,1926,94,4026.0,49.2688334,-123.0574254,POINT (-123.0574254 49.2688334),Grandview-Woodland
1252,6568 BALSAM STREET,5/21/2019,1746000,30,2214,1922,97,3450.0,49.22633860000001,-123.1609631,POINT (-123.1609631 49.22633860000001),Kerrisdale
1253,2860 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,3416.0,49.25893,-123.06184,POINT (-123.06184 49.25893),Kensington-Cedar Cottage
1254,5742 SHERBROOKE STREET,2/20/2020,1470000,6,2304,1984,36,4026.0,49.2321825,-123.0808654,POINT (-123.0808654 49.2321825),Sunset
1255,807 W 61ST AVENUE,10/28/2019,1750000,6,2589,1977,42,4286.7,49.2158094,-123.1247251,POINT (-123.1247251 49.2158094),Marpole
1256,1271 E 14TH AVENUE,11/25/2019,1985000,14,2651,1927,92,6350.0,49.2580558,-123.0783553,POINT (-123.0783553 49.2580558),Mount Pleasant
1257,3085 E 28 AVENUE,6/14/2019,1070000,34,1730,1932,87,3729.0,49.2456447,-123.0396676,POINT (-123.0396676 49.2456447),Renfrew-Collingwood
1258,5086 ROSS STREET,7/8/2019,953000,35,1572,1946,73,3234.0,49.238403,-123.0821187,POINT (-123.0821187 49.238403),Kensington-Cedar Cottage
1259,3382 CHURCH STREET,7/10/2019,960000,56,1700,1930,89,4026.0,49.23365860000001,-123.0329769,POINT (-123.0329769 49.23365860000001),Renfrew-Collingwood
1260,1144 E 21ST AVENUE,9/26/2019,1250000,2,2250,1993,26,4026.0,49.2515671,-123.0808252,POINT (-123.0808252 49.2515671),Kensington-Cedar Cottage
1261,4314 PRINCE EDWARD STREET,3/16/2020,1960000,7,2017,1993,27,3577.5,49.2464421,-123.0965424,POINT (-123.0965424 49.2464421),Riley Park
1262,5865 BATTISON STREET,3/22/2019,1030000,131,1700,1930,89,4356.0,49.2307662,-123.0309941,POINT (-123.0309941 49.2307662),Killarney
1263,575 W 17TH AVENUE,5/21/2019,1820000,55,2392,1927,92,4023.36,49.2562681,-123.1170544,POINT (-123.1170544 49.2562681),South Cambie
1264,6515 ELLIOTT STREET,10/28/2019,1386000,2,2020,1962,57,5567.07,49.224583,-123.0550699,POINT (-123.0550699 49.224583),Victoria-Fraserview
1265,1308 E 61ST AVENUE,2/27/2020,1350000,26,2432,1957,63,3795.0,49.2144328,-123.079813,POINT (-123.079813 49.2144328),Sunset
1266,2045 E 51ST AVENUE,9/3/2019,1275000,2,1786,1946,73,4026.0,49.223353,-123.0647203,POINT (-123.0647203 49.223353),Victoria-Fraserview
1267,3023 VICTORIA DRIVE,3/16/2020,1599000,5,2503,1912,108,4026.0,49.2573228,-123.0663363,POINT (-123.0663363 49.2573228),Kensington-Cedar Cottage
1268,3544 E 28TH AVENUE,1/10/2020,1268000,2,1790,1957,63,3762.0,49.2451656,-123.0275268,POINT (-123.0275268 49.2451656),Renfrew-Collingwood
1269,3147 E 5TH AVENUE,7/2/2019,1300000,4,2578,1967,52,4154.0,49.26600699999999,-123.0378689,POINT (-123.0378689 49.26600699999999),Hastings-Sunrise
1270,2660 TRINITY STREET,7/8/2019,2285714,33,3327,2019,0,4088.0,49.289473,-123.050444,POINT (-123.050444 49.289473),Hastings-Sunrise
1271,250 E 54TH AVENUE,7/15/2019,1165000,24,1836,1955,64,3894.0,49.2208202,-123.1006339,POINT (-123.1006339 49.2208202),Sunset
1272,2330 DUNDAS STREET,7/1/2019,1200000,10,1977,1949,70,4057.0,49.2845259,-123.057283,POINT (-123.057283 49.2845259),Grandview-Woodland
1273,385 W 22ND AVENUE,3/21/2020,2450000,20,2754,1930,90,4026.0,49.2513286,-123.1124068,POINT (-123.1124068 49.2513286),Riley Park
1274,3781 W 27TH AVENUE,3/3/2020,2350000,1,2578,1926,94,6443.42,49.2483168,-123.1877049,POINT (-123.1877049 49.2483168),Dunbar-Southlands
1275,1733 E 1ST AVENUE,2/3/2019,2125000,321,2621,1904,116,6214.72,49.2697928,-123.0687955,POINT (-123.0687955 49.2697928),Grandview-Woodland
1276,1280 E 27 AVENUE,4/23/2019,1258000,56,1845,1955,64,4752.0,49.2462498,-123.0785322,POINT (-123.0785322 49.2462498),Kensington-Cedar Cottage
1277,3892 W 50TH AVENUE,11/1/2019,2135000,125,1980,1948,72,7809.0,49.2262301,-123.1904777,POINT (-123.1904777 49.2262301),Dunbar-Southlands
1278,535 E 31ST AVENUE,3/18/2020,1903000,5,2562,2005,15,3150.0,49.24287589999999,-123.0933781,POINT (-123.0933781 49.24287589999999),Riley Park
1279,4258 ONTARIO STREET,7/24/2019,1928000,6,2017,1977,42,2643.0,49.2476525,-123.1047265,POINT (-123.1047265 49.2476525),Riley Park
1280,7458 INVERNESS STREET,3/19/2019,1540000,78,2262,2000,19,4343.0,49.21688109999999,-123.0797725,POINT (-123.0797725 49.21688109999999),Sunset
1281,2690 NAPIER STREET,11/4/2019,1210000,122,1710,1944,76,3564.0,49.27476559999999,-123.0497575,POINT (-123.0497575 49.27476559999999),Hastings-Sunrise
1282,2011 E 4TH AVENUE,7/15/2019,1590000,8,1953,1928,91,4026.0,49.2670563,-123.0635455,POINT (-123.0635455 49.2670563),Grandview-Woodland
1283,3569 ANZIO DRIVE,7/2/2019,1820000,6,3979,1989,30,6600.0,49.251364,-123.0283782,POINT (-123.0283782 49.251364),Renfrew-Collingwood
1284,2890 W 11TH AVENUE,3/2/2020,2585000,7,2558,1932,88,4026.0,49.2620942,-123.1700654,POINT (-123.1700654 49.2620942),Kitsilano
1285,4443 W 14TH AVENUE,3/9/2020,2780000,8,2447,1994,26,4026.0,49.26038029999999,-123.2076644,POINT (-123.2076644 49.26038029999999),West Point Grey
1286,6061 KERR STREET,9/16/2019,1518000,14,2454,1966,53,5404.0,49.2286761,-123.0412382,POINT (-123.0412382 49.2286761),Killarney
1287,7087 CYPRESS STREET,5/30/2019,3000000,6,4040,1928,91,8580.0,49.22108919999999,-123.150003,POINT (-123.150003 49.22108919999999),Kerrisdale
1288,3470 W 6TH AVENUE,5/29/2019,2135000,26,2985,1920,99,3630.0,49.2666056,-123.181176,POINT (-123.181176 49.2666056),Kitsilano
1289,6140 LANARK STREET,10/23/2019,1361400,5,2630,1982,37,4049.0,49.2285873,-123.0754267,POINT (-123.0754267 49.2285873),Victoria-Fraserview
1290,4866 MANOR STREET,3/16/2019,880000,257,1747,1911,108,3267.0,49.24074599999999,-123.0400663,POINT (-123.0400663 49.24074599999999),Renfrew-Collingwood
1291,526 E 61ST AVENUE,8/21/2019,1029000,38,1700,1953,66,3465.0,49.2147386,-123.093746,POINT (-123.093746 49.2147386),Sunset
1292,3081 E 6TH AVENUE,1/10/2020,1425000,24,2090,1969,51,4026.0,49.26500189999999,-123.0397361,POINT (-123.0397361 49.26500189999999),Hastings-Sunrise
1293,628 E 19TH AVENUE,10/8/2019,1909750,12,2100,2013,6,3019.5,49.2535269,-123.0913641,POINT (-123.0913641 49.2535269),Riley Park
1294,1826 E 12TH AVENUE,3/25/2020,1050000,22,2200,1912,108,4092.0,49.259369,-123.0672947,POINT (-123.0672947 49.259369),Kensington-Cedar Cottage
1295,5260 INVERNESS STREET,4/1/2019,1180000,279,1840,1910,110,3383.0,49.2372548,-123.0799994,POINT (-123.0799994 49.2372548),Kensington-Cedar Cottage
1296,2716 E 24TH AVENUE,9/16/2019,1375000,12,2337,1948,71,4026.0,49.2486013,-123.0485415,POINT (-123.0485415 49.2486013),Renfrew-Collingwood
1297,1697 E 22ND AVENUE,1/22/2020,1930000,22,4272,1928,92,5696.17,49.2505688,-123.0697107,POINT (-123.0697107 49.2505688),Kensington-Cedar Cottage
1298,65 W KING EDWARD AVENUE,8/22/2019,2630000,42,3035,1939,80,7456.0,49.2491371,-123.1065557,POINT (-123.1065557 49.2491371),Riley Park
1299,3150 E 52ND AVENUE,8/17/2019,1450000,14,2282,1974,45,3993.0,49.2218046,-123.039898,POINT (-123.039898 49.2218046),Killarney
1300,4478 PRINCE ALBERT STREET,2/24/2020,2798000,4,3501,2016,4,3960.0,49.2448706,-123.0876736,POINT (-123.0876736 49.2448706),Kensington-Cedar Cottage
1301,4038 MILLER STREET,4/5/2019,900000,194,2440,1912,107,3297.0,49.24908480000001,-123.0683464,POINT (-123.0683464 49.24908480000001),Kensington-Cedar Cottage
1302,2040 E 39TH AVENUE,3/3/2020,1600000,7,2627,1974,46,4697.0,49.2346711,-123.0645333,POINT (-123.0645333 49.2346711),Kensington-Cedar Cottage
