neighbourhood,crime_type,year,count
Strathcona,Break and Enter Residential/Other,2005,160
Strathcona,Break and Enter Residential/Other,2006,230
Strathcona,Break and Enter Residential/Other,2007,148
Strathcona,Break and Enter Residential/Other,2008,179
Strathcona,Break and Enter Residential/Other,2009,142
Strathcona,Break and Enter Residential/Other,2010,128
Strathcona,Break and Enter Residential/Other,2011,107
Strathcona,Break and Enter Residential/Other,2012,89
Strathcona,Break and Enter Residential/Other,2013,120
Strathcona,Break and Enter Residential/Other,2014,99
Strathcona,Break and Enter Residential/Other,2015,78
Strathcona,Break and Enter Residential/Other,2016,105
Strathcona,Break and Enter Residential/Other,2017,100
Strathcona,Break and Enter Residential/Other,2018,124
Strathcona,Break and Enter Residential/Other,2019,138
Strathcona,Break and Enter Residential/Other,2020,114
Strathcona,Break and Enter Residential/Other,2021,96
Strathcona,Break and Enter Residential/Other,2022,81
Strathcona,Break and Enter Residential/Other,2023,96
Strathcona,Break and Enter Residential/Other,2024,93
Strathcona,Break and Enter Residential/Other,2025,35
Strathcona,Homicide,2003,1
Strathcona,Homicide,2004,3
Strathcona,Homicide,2005,2
Strathcona,Homicide,2006,3
Strathcona,Homicide,2007,1
Strathcona,Homicide,2011,3
Strathcona,Homicide,2014,1
Strathcona,Homicide,2015,2
Strathcona,Homicide,2016,1
Strathcona,Homicide,2017,2
Strathcona,Homicide,2018,2
Strathcona,Homicide,2019,4
Strathcona,Homicide,2020,5
Strathcona,Homicide,2021,3
Strathcona,Homicide,2022,1
Strathcona,Homicide,2023,2
Strathcona,Homicide,2024,1
Strathcona,Homicide,2025,2
Strathcona,Mischief,2003,304
Strathcona,Mischief,2004,276
Strathcona,Mischief,2005,294
Strathcona,Mischief,2006,296
Strathcona,Mischief,2007,317
Strathcona,Mischief,2008,334
Strathcona,Mischief,2009,290
Strathcona,Mischief,2010,330
Strathcona,Mischief,2011,336
Strathcona,Mischief,2012,318
Strathcona,Mischief,2013,332
Strathcona,Mischief,2014,381
Strathcona,Mischief,2015,385
Strathcona,Mischief,2016,390
Strathcona,Mischief,2017,467
Strathcona,Mischief,2018,549
Strathcona,Mischief,2019,541
Strathcona,Mischief,2020,649
Strathcona,Mischief,2021,479
Strathcona,Mischief,2022,551
Strathcona,Mischief,2023,633
Strathcona,Mischief,2024,475
Strathcona,Mischief,2025,230
Strathcona,Offence Against a Person,2003,352
Strathcona,Offence Against a Person,2004,374
Strathcona,Offence Against a Person,2005,419
Strathcona,Offence Against a Person,2006,422
Strathcona,Offence Against a Person,2007,467
Strathcona,Offence Against a Person,2008,473
Strathcona,Offence Against a Person,2009,496
Strathcona,Offence Against a Person,2010,454
Strathcona,Offence Against a Person,2011,534
Strathcona,Offence Against a Person,2012,499
Strathcona,Offence Against a Person,2013,506
Strathcona,Offence Against a Person,2014,436
Strathcona,Offence Against a Person,2015,429
Strathcona,Offence Against a Person,2016,472
Strathcona,Offence Against a Person,2017,498
Strathcona,Offence Against a Person,2018,465
Strathcona,Offence Against a Person,2019,519
Strathcona,Offence Against a Person,2020,582
Strathcona,Offence Against a Person,2021,569
Strathcona,Offence Against a Person,2022,581
Strathcona,Offence Against a Person,2023,613
Strathcona,Offence Against a Person,2024,544
Strathcona,Offence Against a Person,2025,236
Strathcona,Other Theft,2003,915
Strathcona,Other Theft,2004,914
Strathcona,Other Theft,2005,969
Strathcona,Other Theft,2006,723
Strathcona,Other Theft,2007,573
Strathcona,Other Theft,2008,593
Strathcona,Other Theft,2009,463
Strathcona,Other Theft,2010,506
Strathcona,Other Theft,2011,495
Strathcona,Other Theft,2012,540
Strathcona,Other Theft,2013,579
Strathcona,Other Theft,2014,583
Strathcona,Other Theft,2015,569
Strathcona,Other Theft,2016,629
Strathcona,Other Theft,2017,674
Strathcona,Other Theft,2018,654
Strathcona,Other Theft,2019,728
Strathcona,Other Theft,2020,664
Strathcona,Other Theft,2021,540
Strathcona,Other Theft,2022,591
Strathcona,Other Theft,2023,768
Strathcona,Other Theft,2024,648
Strathcona,Other Theft,2025,296
Strathcona,Theft from Vehicle,2003,1155
Strathcona,Theft from Vehicle,2004,1066
Strathcona,Theft from Vehicle,2005,977
Strathcona,Theft from Vehicle,2006,697
Strathcona,Theft from Vehicle,2007,627
Strathcona,Theft from Vehicle,2008,522
Strathcona,Theft from Vehicle,2009,501
Strathcona,Theft from Vehicle,2010,407
Strathcona,Theft from Vehicle,2011,393
Strathcona,Theft from Vehicle,2012,378
Strathcona,Theft from Vehicle,2013,328
Strathcona,Theft from Vehicle,2014,519
Strathcona,Theft from Vehicle,2015,523
Strathcona,Theft from Vehicle,2016,754
Strathcona,Theft from Vehicle,2017,732
Strathcona,Theft from Vehicle,2018,878
Strathcona,Theft from Vehicle,2019,946
Strathcona,Theft from Vehicle,2020,639
Strathcona,Theft from Vehicle,2021,375
Strathcona,Theft from Vehicle,2022,476
Strathcona,Theft from Vehicle,2023,438
Strathcona,Theft from Vehicle,2024,317
Strathcona,Theft from Vehicle,2025,167
Strathcona,Theft of Bicycle,2003,60
Strathcona,Theft of Bicycle,2004,44
Strathcona,Theft of Bicycle,2005,72
Strathcona,Theft of Bicycle,2006,59
Strathcona,Theft of Bicycle,2007,52
Strathcona,Theft of Bicycle,2008,66
Strathcona,Theft of Bicycle,2009,76
Strathcona,Theft of Bicycle,2010,73
Strathcona,Theft of Bicycle,2011,57
Strathcona,Theft of Bicycle,2012,86
Strathcona,Theft of Bicycle,2013,91
Strathcona,Theft of Bicycle,2014,129
Strathcona,Theft of Bicycle,2015,115
Strathcona,Theft of Bicycle,2016,103
Strathcona,Theft of Bicycle,2017,107
Strathcona,Theft of Bicycle,2018,114
Strathcona,Theft of Bicycle,2019,126
Strathcona,Theft of Bicycle,2020,111
Strathcona,Theft of Bicycle,2021,64
Strathcona,Theft of Bicycle,2022,59
Strathcona,Theft of Bicycle,2023,46
Strathcona,Theft of Bicycle,2024,32
Strathcona,Theft of Bicycle,2025,25
Strathcona,Theft of Vehicle,2003,277
Strathcona,Theft of Vehicle,2004,205
Strathcona,Theft of Vehicle,2005,154
Strathcona,Theft of Vehicle,2006,140
Strathcona,Theft of Vehicle,2007,130
Strathcona,Theft of Vehicle,2008,123
Strathcona,Theft of Vehicle,2009,68
Strathcona,Theft of Vehicle,2010,70
Strathcona,Theft of Vehicle,2011,54
Strathcona,Theft of Vehicle,2012,83
Strathcona,Theft of Vehicle,2013,57
Strathcona,Theft of Vehicle,2014,70
Strathcona,Theft of Vehicle,2015,97
Strathcona,Theft of Vehicle,2016,140
Strathcona,Theft of Vehicle,2017,124
Strathcona,Theft of Vehicle,2018,77
Strathcona,Theft of Vehicle,2019,110
Strathcona,Theft of Vehicle,2020,88
Strathcona,Theft of Vehicle,2021,71
Strathcona,Theft of Vehicle,2022,76
Strathcona,Theft of Vehicle,2023,62
Strathcona,Theft of Vehicle,2024,55
Strathcona,Theft of Vehicle,2025,26
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2003,3
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2004,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2005,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2006,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2007,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2008,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2009,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2010,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2011,4
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2013,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2015,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2018,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2020,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2021,4
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2022,5
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2023,2
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2024,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2025,1
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2003,16
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2004,10
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2005,7
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2006,15
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2007,11
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2008,5
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2009,9
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2010,5
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2011,12
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2012,17
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2013,17
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2014,90
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2015,90
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2016,85
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2017,78
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2018,84
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2019,74
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2020,51
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2021,56
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2022,66
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2023,60
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2024,74
Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),2025,34
Sunset,Break and Enter Commercial,2003,96
Sunset,Break and Enter Commercial,2004,94
Sunset,Break and Enter Commercial,2005,87
Sunset,Break and Enter Commercial,2006,169
Sunset,Break and Enter Commercial,2007,105
Sunset,Break and Enter Commercial,2008,109
Sunset,Break and Enter Commercial,2009,85
Sunset,Break and Enter Commercial,2010,68
Sunset,Break and Enter Commercial,2011,35
Sunset,Break and Enter Commercial,2012,44
Sunset,Break and Enter Commercial,2013,60
Sunset,Break and Enter Commercial,2014,57
Sunset,Break and Enter Commercial,2015,39
Sunset,Break and Enter Commercial,2016,36
Sunset,Break and Enter Commercial,2017,43
Sunset,Break and Enter Commercial,2018,37
Sunset,Break and Enter Commercial,2019,84
Sunset,Break and Enter Commercial,2020,48
Sunset,Break and Enter Commercial,2021,28
Sunset,Break and Enter Commercial,2022,45
Sunset,Break and Enter Commercial,2023,35
Sunset,Break and Enter Commercial,2024,27
Sunset,Break and Enter Commercial,2025,16
Sunset,Break and Enter Residential/Other,2003,324
Sunset,Break and Enter Residential/Other,2004,356
Sunset,Break and Enter Residential/Other,2005,223
Sunset,Break and Enter Residential/Other,2006,257
Sunset,Break and Enter Residential/Other,2007,227
Sunset,Break and Enter Residential/Other,2008,154
Sunset,Break and Enter Residential/Other,2009,108
Sunset,Break and Enter Residential/Other,2010,135
Sunset,Break and Enter Residential/Other,2011,104
Sunset,Break and Enter Residential/Other,2012,191
Sunset,Break and Enter Residential/Other,2013,124
Sunset,Break and Enter Residential/Other,2014,120
Sunset,Break and Enter Residential/Other,2015,91
Sunset,Break and Enter Residential/Other,2016,118
Sunset,Break and Enter Residential/Other,2017,76
Sunset,Break and Enter Residential/Other,2018,91
Sunset,Break and Enter Residential/Other,2019,73
Sunset,Break and Enter Residential/Other,2020,54
Sunset,Break and Enter Residential/Other,2021,47
Sunset,Break and Enter Residential/Other,2022,52
Sunset,Break and Enter Residential/Other,2023,36
Sunset,Break and Enter Residential/Other,2024,24
Sunset,Break and Enter Residential/Other,2025,13
Sunset,Homicide,2003,1
Sunset,Homicide,2005,1
Sunset,Homicide,2008,2
Sunset,Homicide,2009,3
Sunset,Homicide,2011,1
Sunset,Homicide,2012,1
Sunset,Homicide,2013,2
Sunset,Homicide,2017,2
Sunset,Homicide,2019,2
Sunset,Homicide,2020,3
Sunset,Homicide,2021,1
Sunset,Homicide,2023,2
Sunset,Homicide,2024,2
Sunset,Mischief,2003,311
Sunset,Mischief,2004,287
Sunset,Mischief,2005,238
Sunset,Mischief,2006,275
Sunset,Mischief,2007,271
Sunset,Mischief,2008,276
Sunset,Mischief,2009,241
Sunset,Mischief,2010,212
Sunset,Mischief,2011,208
Sunset,Mischief,2012,200
Sunset,Mischief,2013,175
Sunset,Mischief,2014,156
Sunset,Mischief,2015,125
Sunset,Mischief,2016,160
Sunset,Mischief,2017,158
Sunset,Mischief,2018,175
Sunset,Mischief,2019,174
Sunset,Mischief,2020,213
Sunset,Mischief,2021,150
Sunset,Mischief,2022,115
Sunset,Mischief,2023,119
Sunset,Mischief,2024,121
Sunset,Mischief,2025,68
Sunset,Offence Against a Person,2003,126
Sunset,Offence Against a Person,2004,135
Sunset,Offence Against a Person,2005,125
Sunset,Offence Against a Person,2006,161
Sunset,Offence Against a Person,2007,175
Sunset,Offence Against a Person,2008,187
Sunset,Offence Against a Person,2009,145
Sunset,Offence Against a Person,2010,161
Sunset,Offence Against a Person,2011,149
Sunset,Offence Against a Person,2012,132
Sunset,Offence Against a Person,2013,126
Sunset,Offence Against a Person,2014,97
Sunset,Offence Against a Person,2015,100
Sunset,Offence Against a Person,2016,99
Sunset,Offence Against a Person,2017,94
Sunset,Offence Against a Person,2018,67
Sunset,Offence Against a Person,2019,84
Sunset,Offence Against a Person,2020,92
Sunset,Offence Against a Person,2021,98
Sunset,Offence Against a Person,2022,88
Sunset,Offence Against a Person,2023,95
Sunset,Offence Against a Person,2024,70
Sunset,Offence Against a Person,2025,42
Sunset,Other Theft,2003,271
Sunset,Other Theft,2004,266
Sunset,Other Theft,2005,248
Sunset,Other Theft,2006,207
Sunset,Other Theft,2007,281
Sunset,Other Theft,2008,262
Sunset,Other Theft,2009,298
Sunset,Other Theft,2010,306
Sunset,Other Theft,2011,206
Sunset,Other Theft,2012,234
Sunset,Other Theft,2013,214
Sunset,Other Theft,2014,245
Sunset,Other Theft,2015,260
Sunset,Other Theft,2016,275
Sunset,Other Theft,2017,186
Sunset,Other Theft,2018,237
Sunset,Other Theft,2019,302
Sunset,Other Theft,2020,233
Sunset,Other Theft,2021,265
Sunset,Other Theft,2022,847
Sunset,Other Theft,2023,816
Sunset,Other Theft,2024,710
Sunset,Other Theft,2025,335
Sunset,Theft from Vehicle,2003,640
Sunset,Theft from Vehicle,2004,538
Sunset,Theft from Vehicle,2005,557
Sunset,Theft from Vehicle,2006,585
Sunset,Theft from Vehicle,2007,435
Sunset,Theft from Vehicle,2008,263
Sunset,Theft from Vehicle,2009,269
Sunset,Theft from Vehicle,2010,304
Sunset,Theft from Vehicle,2011,223
Sunset,Theft from Vehicle,2012,277
Sunset,Theft from Vehicle,2013,257
Sunset,Theft from Vehicle,2014,215
Sunset,Theft from Vehicle,2015,247
Sunset,Theft from Vehicle,2016,285
Sunset,Theft from Vehicle,2017,303
Sunset,Theft from Vehicle,2018,382
Sunset,Theft from Vehicle,2019,405
Sunset,Theft from Vehicle,2020,331
Sunset,Theft from Vehicle,2021,257
Sunset,Theft from Vehicle,2022,248
Sunset,Theft from Vehicle,2023,226
Sunset,Theft from Vehicle,2024,168
Sunset,Theft from Vehicle,2025,73
Sunset,Theft of Bicycle,2003,10
Sunset,Theft of Bicycle,2004,13
Sunset,Theft of Bicycle,2005,12
Sunset,Theft of Bicycle,2006,13
Sunset,Theft of Bicycle,2007,13
Sunset,Theft of Bicycle,2008,18
Sunset,Theft of Bicycle,2009,9
Sunset,Theft of Bicycle,2010,24
Sunset,Theft of Bicycle,2011,14
Sunset,Theft of Bicycle,2012,15
Sunset,Theft of Bicycle,2013,29
Sunset,Theft of Bicycle,2014,26
Sunset,Theft of Bicycle,2015,32
Sunset,Theft of Bicycle,2016,23
Sunset,Theft of Bicycle,2017,13
Sunset,Theft of Bicycle,2018,19
Sunset,Theft of Bicycle,2019,34
Sunset,Theft of Bicycle,2020,26
Sunset,Theft of Bicycle,2021,21
Sunset,Theft of Bicycle,2022,23
Sunset,Theft of Bicycle,2023,10
Sunset,Theft of Bicycle,2024,14
Sunset,Theft of Bicycle,2025,4
Sunset,Theft of Vehicle,2003,338
Sunset,Theft of Vehicle,2004,341
Sunset,Theft of Vehicle,2005,380
Sunset,Theft of Vehicle,2006,232
Sunset,Theft of Vehicle,2007,186
Sunset,Theft of Vehicle,2008,129
Sunset,Theft of Vehicle,2009,117
Sunset,Theft of Vehicle,2010,92
Sunset,Theft of Vehicle,2011,74
Sunset,Theft of Vehicle,2012,57
Sunset,Theft of Vehicle,2013,53
Sunset,Theft of Vehicle,2014,73
Sunset,Theft of Vehicle,2015,70
Sunset,Theft of Vehicle,2016,90
Sunset,Theft of Vehicle,2017,67
Sunset,Theft of Vehicle,2018,63
Sunset,Theft of Vehicle,2019,63
Sunset,Theft of Vehicle,2020,34
Sunset,Theft of Vehicle,2021,37
Sunset,Theft of Vehicle,2022,50
Sunset,Theft of Vehicle,2023,37
Sunset,Theft of Vehicle,2024,51
Sunset,Theft of Vehicle,2025,13
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2003,3
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2004,3
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2005,2
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2006,4
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2010,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2012,2
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2013,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2014,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2015,2
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2016,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2017,2
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2018,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2019,2
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2021,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2022,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2023,1
Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),2025,1
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2003,27
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2004,29
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2005,24
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2006,19
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2007,11
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2008,9
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2009,9
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2010,17
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2011,11
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2012,23
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2013,26
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2014,80
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2015,81
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2016,104
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2017,87
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2018,92
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2019,72
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2020,59
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2021,56
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2022,67
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2023,70
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2024,76
Sunset,Vehicle Collision or Pedestrian Struck (with Injury),2025,36
Victoria-Fraserview,Break and Enter Commercial,2003,34
Victoria-Fraserview,Break and Enter Commercial,2004,36
Victoria-Fraserview,Break and Enter Commercial,2005,63
Victoria-Fraserview,Break and Enter Commercial,2006,41
Victoria-Fraserview,Break and Enter Commercial,2007,13
Victoria-Fraserview,Break and Enter Commercial,2008,33
Victoria-Fraserview,Break and Enter Commercial,2009,25
Victoria-Fraserview,Break and Enter Commercial,2010,15
Victoria-Fraserview,Break and Enter Commercial,2011,16
Victoria-Fraserview,Break and Enter Commercial,2012,14
Victoria-Fraserview,Break and Enter Commercial,2013,29
Victoria-Fraserview,Break and Enter Commercial,2014,16
Victoria-Fraserview,Break and Enter Commercial,2015,21
Victoria-Fraserview,Break and Enter Commercial,2016,16
Victoria-Fraserview,Break and Enter Commercial,2017,21
Victoria-Fraserview,Break and Enter Commercial,2018,15
Victoria-Fraserview,Break and Enter Commercial,2019,17
Victoria-Fraserview,Break and Enter Commercial,2020,20
Victoria-Fraserview,Break and Enter Commercial,2021,23
Victoria-Fraserview,Break and Enter Commercial,2022,19
Victoria-Fraserview,Break and Enter Commercial,2023,27
Victoria-Fraserview,Break and Enter Commercial,2024,18
Victoria-Fraserview,Break and Enter Commercial,2025,5
Victoria-Fraserview,Break and Enter Residential/Other,2003,214
Victoria-Fraserview,Break and Enter Residential/Other,2004,279
Victoria-Fraserview,Break and Enter Residential/Other,2005,270
Victoria-Fraserview,Break and Enter Residential/Other,2006,247
Victoria-Fraserview,Break and Enter Residential/Other,2007,181
Victoria-Fraserview,Break and Enter Residential/Other,2008,127
Victoria-Fraserview,Break and Enter Residential/Other,2009,122
Victoria-Fraserview,Break and Enter Residential/Other,2010,155
Victoria-Fraserview,Break and Enter Residential/Other,2011,195
Victoria-Fraserview,Break and Enter Residential/Other,2012,152
Victoria-Fraserview,Break and Enter Residential/Other,2013,135
Victoria-Fraserview,Break and Enter Residential/Other,2014,127
Victoria-Fraserview,Break and Enter Residential/Other,2015,118
Victoria-Fraserview,Break and Enter Residential/Other,2016,134
Victoria-Fraserview,Break and Enter Residential/Other,2017,84
Victoria-Fraserview,Break and Enter Residential/Other,2018,80
Victoria-Fraserview,Break and Enter Residential/Other,2019,56
Victoria-Fraserview,Break and Enter Residential/Other,2020,41
Victoria-Fraserview,Break and Enter Residential/Other,2021,40
Victoria-Fraserview,Break and Enter Residential/Other,2022,30
Victoria-Fraserview,Break and Enter Residential/Other,2023,35
Victoria-Fraserview,Break and Enter Residential/Other,2024,27
Victoria-Fraserview,Break and Enter Residential/Other,2025,9
Victoria-Fraserview,Homicide,2006,2
Victoria-Fraserview,Homicide,2008,2
Victoria-Fraserview,Homicide,2010,1
Victoria-Fraserview,Homicide,2011,1
Victoria-Fraserview,Homicide,2012,1
Victoria-Fraserview,Homicide,2013,2
Victoria-Fraserview,Homicide,2021,1
Victoria-Fraserview,Homicide,2022,1
Victoria-Fraserview,Homicide,2024,1
Victoria-Fraserview,Mischief,2003,184
Victoria-Fraserview,Mischief,2004,164
Victoria-Fraserview,Mischief,2005,149
Victoria-Fraserview,Mischief,2006,161
Victoria-Fraserview,Mischief,2007,124
Victoria-Fraserview,Mischief,2008,136
Victoria-Fraserview,Mischief,2009,112
Victoria-Fraserview,Mischief,2010,107
Victoria-Fraserview,Mischief,2011,144
Victoria-Fraserview,Mischief,2012,97
Victoria-Fraserview,Mischief,2013,81
Victoria-Fraserview,Mischief,2014,98
Victoria-Fraserview,Mischief,2015,75
Victoria-Fraserview,Mischief,2016,74
Victoria-Fraserview,Mischief,2017,117
Victoria-Fraserview,Mischief,2018,94
Victoria-Fraserview,Mischief,2019,107
Victoria-Fraserview,Mischief,2020,100
Victoria-Fraserview,Mischief,2021,87
Victoria-Fraserview,Mischief,2022,91
Victoria-Fraserview,Mischief,2023,89
Victoria-Fraserview,Mischief,2024,74
Victoria-Fraserview,Mischief,2025,55
Victoria-Fraserview,Offence Against a Person,2003,80
Victoria-Fraserview,Offence Against a Person,2004,98
Victoria-Fraserview,Offence Against a Person,2005,105
Victoria-Fraserview,Offence Against a Person,2006,111
Victoria-Fraserview,Offence Against a Person,2007,104
Victoria-Fraserview,Offence Against a Person,2008,97
Victoria-Fraserview,Offence Against a Person,2009,114
Victoria-Fraserview,Offence Against a Person,2010,83
Victoria-Fraserview,Offence Against a Person,2011,85
Victoria-Fraserview,Offence Against a Person,2012,71
Victoria-Fraserview,Offence Against a Person,2013,87
Victoria-Fraserview,Offence Against a Person,2014,77
Victoria-Fraserview,Offence Against a Person,2015,64
Victoria-Fraserview,Offence Against a Person,2016,38
Victoria-Fraserview,Offence Against a Person,2017,47
Victoria-Fraserview,Offence Against a Person,2018,44
Victoria-Fraserview,Offence Against a Person,2019,50
Victoria-Fraserview,Offence Against a Person,2020,45
Victoria-Fraserview,Offence Against a Person,2021,48
Victoria-Fraserview,Offence Against a Person,2022,54
Victoria-Fraserview,Offence Against a Person,2023,58
Victoria-Fraserview,Offence Against a Person,2024,54
Victoria-Fraserview,Offence Against a Person,2025,27
Victoria-Fraserview,Other Theft,2003,166
Victoria-Fraserview,Other Theft,2004,142
Victoria-Fraserview,Other Theft,2005,131
Victoria-Fraserview,Other Theft,2006,116
Victoria-Fraserview,Other Theft,2007,137
Victoria-Fraserview,Other Theft,2008,116
Victoria-Fraserview,Other Theft,2009,100
Victoria-Fraserview,Other Theft,2010,84
Victoria-Fraserview,Other Theft,2011,85
Victoria-Fraserview,Other Theft,2012,126
Victoria-Fraserview,Other Theft,2013,126
Victoria-Fraserview,Other Theft,2014,118
Victoria-Fraserview,Other Theft,2015,107
Victoria-Fraserview,Other Theft,2016,126
Victoria-Fraserview,Other Theft,2017,170
Victoria-Fraserview,Other Theft,2018,143
Victoria-Fraserview,Other Theft,2019,135
Victoria-Fraserview,Other Theft,2020,148
Victoria-Fraserview,Other Theft,2021,127
Victoria-Fraserview,Other Theft,2022,124
Victoria-Fraserview,Other Theft,2023,107
Victoria-Fraserview,Other Theft,2024,186
Victoria-Fraserview,Other Theft,2025,62
Victoria-Fraserview,Theft from Vehicle,2003,331
Victoria-Fraserview,Theft from Vehicle,2004,432
Victoria-Fraserview,Theft from Vehicle,2005,368
Victoria-Fraserview,Theft from Vehicle,2006,288
Victoria-Fraserview,Theft from Vehicle,2007,199
Victoria-Fraserview,Theft from Vehicle,2008,167
Victoria-Fraserview,Theft from Vehicle,2009,162
Victoria-Fraserview,Theft from Vehicle,2010,188
Victoria-Fraserview,Theft from Vehicle,2011,196
Victoria-Fraserview,Theft from Vehicle,2012,173
Victoria-Fraserview,Theft from Vehicle,2013,166
Victoria-Fraserview,Theft from Vehicle,2014,172
Victoria-Fraserview,Theft from Vehicle,2015,224
Victoria-Fraserview,Theft from Vehicle,2016,210
Victoria-Fraserview,Theft from Vehicle,2017,243
Victoria-Fraserview,Theft from Vehicle,2018,239
Victoria-Fraserview,Theft from Vehicle,2019,311
Victoria-Fraserview,Theft from Vehicle,2020,197
Victoria-Fraserview,Theft from Vehicle,2021,175
Victoria-Fraserview,Theft from Vehicle,2022,212
Victoria-Fraserview,Theft from Vehicle,2023,181
Victoria-Fraserview,Theft from Vehicle,2024,156
Victoria-Fraserview,Theft from Vehicle,2025,69
Victoria-Fraserview,Theft of Bicycle,2003,6
Victoria-Fraserview,Theft of Bicycle,2004,12
Victoria-Fraserview,Theft of Bicycle,2005,8
Victoria-Fraserview,Theft of Bicycle,2006,8
Victoria-Fraserview,Theft of Bicycle,2007,10
Victoria-Fraserview,Theft of Bicycle,2008,6
Victoria-Fraserview,Theft of Bicycle,2009,7
Victoria-Fraserview,Theft of Bicycle,2010,8
Victoria-Fraserview,Theft of Bicycle,2011,6
Victoria-Fraserview,Theft of Bicycle,2012,5
